StudentID	Student_Number	CourseNumber	YearID
124124	63606	1625A	3500
63921	50778	1625A	3500
84731	57130	2912W	3500
84731	57130	2912F	3500
129801	64133	2912Th	3500
129801	64133	2912Tu	3500
129801	64133	2912	3500
129801	64133	1105A	3500
129801	64133	2912W	3500
71523	54186	2804	3500
71523	54186	1012A	3500
71523	54186	1782A	3500
73046	54598	1045A	3500
86924	57516	1765A	3500
86924	57516	1012A	3500
86924	57516	2912	3500
120073	63050	2802	3500
120073	63050	2912W	3500
120073	63050	2912	3500
120073	63050	2912Th	3500
85045	57201	1523A	3500
85045	57201	2912	3500
85045	57201	2912F	3500
85045	57201	2912W	3500
84738	57137	2912F	3500
60934	49705	2912F	3500
116588	62184	2912Th	3500
112067	61471	2912F	3500
112067	61471	1784A	3500
75626	56692	2912Th	3500
60845	49616	1012A	3500
60845	49616	2912W	3500
79996	60022	2802	3500
79996	60022	2912W	3500
95675	58295	2912	3500
117459	62816	2912F	3500
117459	62816	2912Tu	3500
85085	57226	2912F	3500
69781	52450	2912Th	3500
84729	57128	2912	3500
84885	57166	1077	3500
129971	64297	2806	3500
129971	64297	2912	3500
103129	59177	2912W	3500
70659	53480	1834A	3500
70659	53480	2912Th	3500
74350	55646	2912Tu	3500
64096	50850	4135A	3500
64096	50850	1959A	3500
64096	50850	2912W	3500
116973	62479	2912Tu	3500
106945	59891	1525A	3500
106945	59891	1937A	3500
106945	59891	2912Th	3500
106945	59891	2912Tu	3500
106945	59891	2912W	3500
139265	65837	2912W	3500
84892	57173	2912F	3500
84892	57173	1725A	3500
84892	57173	1906A	3500
84892	57173	2912	3500
129932	64257	2912F	3500
64098	50852	2912Th	3500
71838	54388	2810A	3500
71838	54388	1522	3500
71838	54388	2912Th	3500
71838	54388	2912Tu	3500
136442	65247	2912Tu	3500
136442	65247	2912	3500
136442	65247	2912Th	3500
136442	65247	2912F	3500
73057	54609	2912Th	3500
103251	59225	2912Th	3500
103251	59225	2912F	3500
129757	64087	2912	3500
128623	63865	2811H	3500
128623	63865	2912	3500
128623	63865	2912Th	3500
112223	61533	2912	3500
129073	63906	2912Th	3500
73106	54658	2811C	3500
73106	54658	2912Th	3500
116595	62192	2811A	3500
116595	62192	2912Th	3500
116595	62192	2912Tu	3500
104789	59563	2912W	3500
104789	59563	2912	3500
71599	54241	2912Tu	3500
71599	54241	2912Th	3500
73026	54578	2811D	3500
73026	54578	2912F	3500
73026	54578	2912Tu	3500
73534	55178	2912Tu	3500
36769	707148	1503A	3500
36769	707148	2912Tu	3500
36769	707148	1135A	3500
65732	51277	2912W	3500
65732	51277	2912	3500
73286	55010	1513A	3500
73286	55010	2912Th	3500
85374	57336	2912Th	3500
85374	57336	2912	3500
105224	59616	2912Th	3500
105224	59616	2912F	3500
129744	64074	2808	3500
129744	64074	2912	3500
129744	64074	2912F	3500
128223	63828	2912Tu	3500
70617	53438	2912W	3500
70617	53438	2912Th	3500
136138	65139	1765A	3500
136138	65139	1135A	3500
73325	55050	2912F	3500
73325	55050	2912Th	3500
69280	52310	2811H	3500
85235	57288	1782A	3500
73581	55215	2912W	3500
73581	55215	2912	3500
71542	54205	1442A	3500
71542	54205	2912F	3500
71542	54205	2912Tu	3500
94129	58139	2912W	3500
70978	53765	2818D	3500
70978	53765	2912Th	3500
70978	53765	2912Tu	3500
119973	63046	1782A	3500
136683	65336	1782A	3500
60898	49669	2912Th	3500
60898	49669	2912Tu	3500
85228	57281	2912Th	3500
85228	57281	2912Tu	3500
123029	63368	2912F	3500
74354	55650	2912Tu	3500
98524	58710	1434	3500
136490	65251	2803	3500
136490	65251	2912W	3500
70384	53207	2912F	3500
75743	56490	2912	3500
75743	56490	2912F	3500
73430	55117	1414	3500
73430	55117	2912Tu	3500
130833	64637	2912F	3500
128626	63868	1513A	3500
128874	63889	2912W	3500
130309	64487	2804	3500
130309	64487	2912Tu	3500
79987	60013	2912W	3500
79987	60013	2912Tu	3500
79987	60013	1906A	3500
122231	44568	1783A	3500
38832	709211	2912W	3500
112733	61713	1035A	3500
112733	61713	2912W	3500
112733	61713	2912Th	3500
112733	61713	2912	3500
112733	61713	1105A	3500
103184	59206	2912Th	3500
103184	59206	2912F	3500
64624	51087	2912Th	3500
64624	51087	2912W	3500
64624	51087	2912Tu	3500
135339	64961	2912F	3500
16704	25185	2912Th	3500
16704	25185	2912	3500
60740	49539	2912Tu	3500
60740	49539	2912F	3500
60740	49539	2912Th	3500
60740	49539	2912	3500
108476	60784	2912	3500
135342	64964	2912F	3500
135342	64964	2912Tu	3500
135342	64964	2912	3500
137941	65725	2818D	3500
85086	57227	1412A	3500
85086	57227	1051A	3500
85086	57227	2912Tu	3500
124873	63647	2912Th	3500
124873	63647	2912Tu	3500
122134	10452	2818C	3500
122134	10452	1077	3500
122134	10452	2912W	3500
122134	10452	2912	3500
99673	58754	2818M	3500
96785	58563	1270A	3500
96785	58563	2912	3500
130435	64609	2912F	3500
130425	64599	1116A	3500
136687	65340	1126A	3500
136687	65340	2818L	3500
136687	65340	2912F	3500
54710	47044	2912Th	3500
54710	47044	1767	3500
54710	47044	2912W	3500
70542	53363	2912Th	3500
58600	48640	2912	3500
58600	48640	1799	3500
73942	55446	2912	3500
67664	51844	2912F	3500
67664	51844	2912Tu	3500
71261	54015	1030A	3500
71261	54015	2912	3500
70569	53390	1125A	3500
70569	53390	2818S	3500
70569	53390	2912F	3500
117181	62601	2912	3500
54326	46866	1126A	3500
54326	46866	2912Th	3500
54326	46866	2912W	3500
73084	54636	2912F	3500
73084	54636	2912	3500
73084	54636	2912W	3500
73337	55062	2912F	3500
73337	55062	2912	3500
73337	55062	1785A	3500
73122	54674	2912W	3500
116586	62182	2912W	3500
116586	62182	1125A	3500
62031	50393	2912W	3500
62031	50393	2912Th	3500
62031	50393	2912	3500
73460	55146	2912F	3500
73126	54678	1013A	3500
73124	54676	2912Th	3500
73124	54676	2912W	3500
73124	54676	2912Tu	3500
67738	51903	2811C	3500
67738	51903	2912W	3500
67738	51903	2912Th	3500
67738	51903	2912Tu	3500
58273	48290	2912	3500
60968	49739	2811D	3500
60968	49739	1535	3500
71616	54258	2811L	3500
71616	54258	1125A	3500
119923	63037	2912Tu	3500
119923	63037	2912	3500
105278	59629	1549A	3500
105278	59629	2912F	3500
83373	57011	1686A	3500
130392	64564	2912Tu	3500
72382	54479	1016	3500
72382	54479	1252	3500
73641	55275	2912W	3500
129780	64111	1413A	3500
73044	54596	2912	3500
73119	54671	1125A	3500
73068	54620	2912F	3500
73323	55048	2912Tu	3500
73323	55048	2912W	3500
73323	55048	2912Th	3500
70330	53153	2912F	3500
112275	61558	2912W	3500
112275	61558	2912	3500
95875	58325	2912Th	3500
70652	53473	2912F	3500
70652	53473	2912Tu	3500
117127	62560	2912Th	3500
117127	62560	2912Tu	3500
60788	49587	2912F	3500
60788	49587	2912W	3500
60788	49587	2912Th	3500
60788	49587	2912	3500
111741	61161	2818D	3500
111741	61161	2912	3500
111741	61161	2912W	3500
132184	64740	2912	3500
74975	56187	2912W	3500
74975	56187	2912	3500
34455	704834	2912Tu	3500
124875	63649	2912	3500
129866	64191	2810ZM	3500
129866	64191	1245	3500
129866	64191	2912W	3500
75129	56375	1549A	3500
75129	56375	2912Tu	3500
74344	55640	2912W	3500
118474	62967	1031A	3500
118474	62967	2912Th	3500
118474	62967	2912Tu	3500
75114	56360	2912W	3500
103482	59382	2912Th	3500
74856	55903	2912Th	3500
60830	49601	2912Th	3500
60830	49601	2912Tu	3500
73839	55411	1106A	3500
73291	55015	1118A	3500
60791	49590	2912W	3500
60791	49590	2912Th	3500
130387	64555	2912Tu	3500
73470	55155	2912Th	3500
73283	55007	2912F	3500
73280	55004	2912	3500
70963	53750	2912Th	3500
60928	49699	2912W	3500
73577	55211	2912	3500
103461	59367	2811C	3500
103461	59367	2912Th	3500
103461	59367	2912	3500
112000	61399	2912Tu	3500
112000	61399	2912F	3500
112000	61399	2912Th	3500
123974	63587	2912W	3500
116585	62181	2912Th	3500
116585	62181	2912F	3500
73002	54529	1238A	3500
73002	54529	2912Th	3500
73110	54662	2912F	3500
73110	54662	2912Th	3500
137008	65593	2912F	3500
137008	65593	2912W	3500
117332	62714	2912F	3500
117332	62714	2912Th	3500
70566	53387	2912Tu	3500
70566	53387	2912F	3500
70566	53387	2912Th	3500
129973	64299	2811H	3500
111753	61173	1126A	3500
111753	61173	2912W	3500
111753	61173	2912F	3500
72977	54173	1940A	3500
72977	54173	2912F	3500
72977	54173	1125A	3500
74980	56192	1079A	3500
74980	56192	2912F	3500
74980	56192	2912W	3500
130084	64361	1412A	3500
130084	64361	2912W	3500
117289	62666	1012A	3500
117289	62666	2912	3500
71259	54013	1116A	3500
71259	54013	2912	3500
74982	56194	2912Th	3500
74982	56194	1105A	3500
71275	54029	2938A	3500
122157	706994	2912F	3500
122157	706994	2912	3500
74439	55721	1442A	3500
74439	55721	2912Th	3500
73293	55017	2912W	3500
73293	55017	2912Th	3500
73295	55019	2912	3500
70573	53394	2818M	3500
70573	53394	2912W	3500
70573	53394	2912	3500
121577	46919	1118A	3500
121577	46919	2912Th	3500
121577	46919	2912	3500
70545	53366	1126A	3500
67809	51946	2912W	3500
67809	51946	2912Th	3500
75323	56402	2912Tu	3500
71086	53847	2912	3500
71086	53847	2912Th	3500
106886	59815	1055A	3500
106886	59815	2912W	3500
136858	65461	2912Tu	3500
116594	62191	2912	3500
64682	51102	1119A	3500
64682	51102	2818S	3500
70554	53375	2912F	3500
73180	54694	2818S	3500
73180	54694	2912W	3500
73180	54694	2912	3500
123492	63455	2912	3500
70585	53406	2818S	3500
70585	53406	2912Tu	3500
121826	13400	2912Th	3500
75732	57653	1077	3500
75732	57653	2912Th	3500
60794	49593	2810ZM	3500
60794	49593	1061A	3500
60794	49593	2912W	3500
60794	49593	2912F	3500
135868	65078	2912	3500
75008	56274	1025A	3500
75008	56274	2912	3500
75288	56400	1524	3500
75288	56400	2912	3500
139367	65846	2808	3500
75496	56439	2912W	3500
75496	56439	2912Th	3500
75098	56344	2912Th	3500
75022	56288	2912Tu	3500
75022	56288	2912	3500
75022	56288	2912W	3500
60759	49558	2912Th	3500
130639	64626	2912Tu	3500
130639	64626	2912F	3500
74458	55740	1077	3500
74859	55906	1725A	3500
74859	55906	2912F	3500
123487	63450	2912F	3500
108137	60593	1523A	3500
108137	60593	2912	3500
74837	55884	1549A	3500
74837	55884	2912Th	3500
136997	65579	1782A	3500
136997	65579	1906A	3500
129752	64082	2912Tu	3500
129752	64082	2912F	3500
74920	55966	2912Tu	3500
74920	55966	2912	3500
70415	53238	1013A	3500
70415	53238	2912	3500
70415	53238	1416	3500
70415	53238	2912W	3500
36173	706552	2912Th	3500
74840	55887	2912	3500
74532	55789	1061A	3500
74532	55789	2912	3500
56592	47805	2912F	3500
64111	50865	2912F	3500
64111	50865	2912W	3500
74841	55888	2912	3500
74841	55888	2912W	3500
108048	60574	2912Th	3500
75131	56377	2912Tu	3500
94182	58155	1782A	3500
94182	58155	2912W	3500
94182	58155	1105A	3500
94182	58155	2912F	3500
94182	58155	2912Tu	3500
77073	56549	2810S	3500
77073	56549	1061A	3500
77073	56549	2912Th	3500
135347	64969	2912W	3500
74449	55731	1135A	3500
74449	55731	2912W	3500
74449	55731	2912	3500
112291	61574	2912W	3500
73114	54666	1919A	3500
73114	54666	2912F	3500
117338	62720	2912W	3500
73118	54670	2912Th	3500
73118	54670	2912	3500
71843	54393	2811S	3500
71843	54393	2912W	3500
137007	65592	1782A	3500
85196	57261	2912W	3500
102475	58997	1522	3500
102475	58997	2912W	3500
102475	58997	2912	3500
102475	58997	1906A	3500
102475	58997	2912F	3500
85241	57294	2912	3500
85241	57294	1782A	3500
67786	51923	2801	3500
67786	51923	2912Th	3500
67786	51923	2912	3500
124473	63623	1523A	3500
73008	54535	2912Th	3500
73008	54535	2912F	3500
73008	54535	2912	3500
106873	59797	2912Tu	3500
104524	59486	1525A	3500
104524	59486	2912Tu	3500
104524	59486	2912Th	3500
104524	59486	2912	3500
121855	700654	1784A	3500
121855	700654	2912W	3500
74956	56168	1413A	3500
74956	56168	2912	3500
64828	51137	2810H	3500
64828	51137	1013A	3500
64828	51137	2912Th	3500
64828	51137	2912	3500
74827	55874	2810H	3500
74827	55874	1785A	3500
96630	58513	2912W	3500
96630	58513	2912	3500
96630	58513	2912Th	3500
96630	58513	2912Tu	3500
70083	52535	2810H	3500
117276	62644	2810H	3500
117276	62644	1581A	3500
117276	62644	2912	3500
108013	60533	2810H	3500
108013	60533	1782A	3500
117136	62570	2810H	3500
117136	62570	1238A	3500
117597	62877	2912Th	3500
62030	50392	1845A	3500
62030	50392	2912	3500
62030	50392	2912Tu	3500
71975	54409	2912F	3500
71975	54409	2912Th	3500
71975	54409	2912	3500
71975	54409	2912Tu	3500
136140	65142	1125A	3500
136140	65142	1938A	3500
136140	65142	2912W	3500
136140	65142	2912Th	3500
70579	53400	2912	3500
122110	11665	2912Th	3500
122110	11665	2912	3500
122110	11665	2912W	3500
56982	47962	2818H	3500
56982	47962	1413A	3500
70303	53126	2912W	3500
70303	53126	2912Th	3500
113026	61825	1025A	3500
113026	61825	2912	3500
113026	61825	2912W	3500
113026	61825	2912Th	3500
136677	65330	2912	3500
136677	65330	2912F	3500
67682	51862	2810TD	3500
67682	51862	1525A	3500
67682	51862	2912Tu	3500
71316	54070	2818A	3500
31968	702347	1845A	3500
75034	56300	2810A	3500
75034	56300	2912Th	3500
60930	49701	2912Th	3500
57274	48087	2912F	3500
75082	56328	1845A	3500
75082	56328	2912	3500
69068	52197	1829	3500
117468	62826	2912F	3500
117468	62826	2912Th	3500
122825	63323	2811D	3500
122825	63323	2912F	3500
122825	63323	2912W	3500
74787	55864	1012A	3500
74787	55864	1443A	3500
74787	55864	1459	3500
74787	55864	2912F	3500
73281	55005	2912F	3500
73281	55005	2912	3500
78573	56600	2912	3500
78573	56600	2912Th	3500
73381	55082	2912F	3500
73381	55082	2912Tu	3500
116688	62260	2912Th	3500
116688	62260	2912Tu	3500
116688	62260	2912W	3500
135287	64945	2912	3500
116591	62188	2912F	3500
71493	54184	1061A	3500
70640	53461	2912F	3500
70640	53461	2912Th	3500
70619	53440	2912W	3500
55093	47224	2912Tu	3500
55093	47224	2912W	3500
103178	59199	2912	3500
67643	51823	1938A	3500
67643	51823	2912Tu	3500
70562	53383	2912F	3500
54569	46944	2912Th	3500
54569	46944	2912Tu	3500
137443	65694	4135A	3500
137443	65694	2912F	3500
137443	65694	2912Th	3500
137443	65694	2912	3500
70568	53389	2912F	3500
116592	62189	2912F	3500
116592	62189	2912W	3500
116592	62189	2912	3500
117531	62843	2912F	3500
117531	62843	2912Th	3500
32747	703126	2912W	3500
32747	703126	2912F	3500
32747	703126	2912Th	3500
85737	57417	1012A	3500
85737	57417	1031A	3500
107828	60474	1412A	3500
107828	60474	2912F	3500
92424	58001	2912W	3500
92424	58001	2912Tu	3500
73052	54604	2912W	3500
74467	55749	2912Th	3500
85204	57269	2912	3500
85204	57269	4135A	3500
106675	59759	2912	3500
106675	59759	1135A	3500
106675	59759	2912F	3500
124123	63605	1765A	3500
124123	63605	1031A	3500
122137	55547	2912	3500
129972	64298	1433	3500
137591	65698	2912Th	3500
137591	65698	2912	3500
95330	58263	2912F	3500
95330	58263	2912Th	3500
70577	53398	2912F	3500
137001	65584	1119A	3500
137001	65584	1126A	3500
137001	65584	2912F	3500
137001	65584	2912	3500
133486	64834	2912Th	3500
70331	53154	2912Tu	3500
123273	63394	2912Th	3500
123273	63394	2912W	3500
64692	51112	2811H	3500
123074	63375	2912W	3500
123074	63375	2912	3500
73080	54632	2912W	3500
73080	54632	2912	3500
129716	64048	2912F	3500
129716	64048	2912Tu	3500
108203	60633	2912W	3500
59830	49294	2912Tu	3500
59830	49294	2912W	3500
59830	49294	2912Th	3500
59830	49294	2912F	3500
73175	54689	2912Tu	3500
73175	54689	1125A	3500
75040	56306	1125A	3500
75040	56306	2912Th	3500
73115	54667	2912	3500
73115	54667	1088A	3500
94778	58207	2912Th	3500
94778	58207	2912F	3500
59985	49319	2912F	3500
75093	56339	2912Th	3500
122733	63302	2912Tu	3500
122733	63302	2912	3500
75735	57656	1829	3500
75735	57656	2912W	3500
75735	57656	2912Tu	3500
75735	57656	2912	3500
75518	59970	1525A	3500
75518	59970	2912F	3500
135388	64973	2912Th	3500
67724	51889	2912F	3500
67724	51889	2912Th	3500
67724	51889	2912Tu	3500
59986	49320	2912Th	3500
103331	59262	2818S	3500
111749	61169	2912F	3500
111749	61169	2912Th	3500
70677	53498	2912F	3500
70677	53498	2912W	3500
70635	53456	2818A	3500
70635	53456	2912Tu	3500
70635	53456	2912W	3500
135037	64937	2912F	3500
135037	64937	2912Th	3500
80345	61094	2912	3500
80345	61094	2912W	3500
80345	61094	2912Tu	3500
67674	51854	2912F	3500
64108	50862	1254A	3500
73173	54687	2912Th	3500
73173	54687	2912F	3500
116733	62300	2912	3500
84778	57147	2801	3500
84778	57147	2912F	3500
84778	57147	2912Th	3500
34032	704411	2912Th	3500
34032	704411	2912W	3500
34032	704411	2912	3500
81177	56951	1287A	3500
81177	56951	2912W	3500
69416	52381	2912F	3500
69416	52381	2912Tu	3500
88674	57598	2810ZM	3500
88674	57598	1834A	3500
88674	57598	2912W	3500
74957	56169	1959A	3500
74957	56169	1413A	3500
74957	56169	2912Th	3500
62237	50464	2912	3500
85197	57262	2912	3500
116820	62374	1413A	3500
116820	62374	2912W	3500
116820	62374	2912Tu	3500
71525	54188	2912F	3500
71525	54188	2912Th	3500
71525	54188	2912Tu	3500
71525	54188	2912W	3500
71525	54188	2912	3500
106877	59801	2912W	3500
106877	59801	2912F	3500
106877	59801	2912Th	3500
71094	53855	2912Tu	3500
70347	53170	2912F	3500
70347	53170	2912Th	3500
127276	63773	2912Th	3500
37132	707511	2912W	3500
37132	707511	2912Th	3500
122148	13481	2818D	3500
79723	56684	2912Th	3500
84923	57175	1422A	3500
84923	57175	1434	3500
84923	57175	2912W	3500
84923	57175	2912Tu	3500
84923	57175	2912	3500
128973	63893	2912W	3500
85192	57257	1449	3500
60916	49687	2912F	3500
60916	49687	2912	3500
107980	60497	1834A	3500
107980	60497	2912	3500
107980	60497	2912W	3500
67689	51869	1125A	3500
67689	51869	2912F	3500
67689	51869	2912W	3500
58593	48633	1934	3500
58593	48633	2912F	3500
58593	48633	2912W	3500
58593	48633	2912Th	3500
69777	52446	2912F	3500
73223	54697	2912W	3500
123488	63451	2912	3500
123488	63451	2912F	3500
109874	60911	2912W	3500
109874	60911	2912Th	3500
84691	57106	2912Tu	3500
80307	61056	1765A	3500
80307	61056	1254A	3500
137042	65595	2912Tu	3500
137042	65595	2912Th	3500
135290	64948	2810S	3500
135290	64948	1513A	3500
84741	57140	2912F	3500
74384	55666	2912	3500
31269	701648	2802	3500
31269	701648	2912Th	3500
75513	59965	1017	3500
75513	59965	2912Tu	3500
85182	57247	2808	3500
85182	57247	1513A	3500
85182	57247	2912	3500
55085	47216	2912W	3500
55085	47216	2912Tu	3500
55085	47216	2912	3500
130115	64394	1135A	3500
84696	57111	2912F	3500
80529	62063	2912Th	3500
93126	58042	2912Tu	3500
112439	61621	2912Th	3500
84684	57098	2912F	3500
84684	57098	2912W	3500
138457	65792	1135A	3500
138457	65792	2912	3500
137142	65643	2811C	3500
70571	53392	2818L	3500
70571	53392	2912Tu	3500
70571	53392	2912F	3500
64625	51088	2810H	3500
64625	51088	2912W	3500
75130	56376	2912W	3500
75130	56376	2912F	3500
73097	54649	1522	3500
73097	54649	2912Tu	3500
73097	54649	2912	3500
129739	64069	1412A	3500
112008	61408	2912F	3500
129754	64084	2912F	3500
129754	64084	2912Tu	3500
39022	709401	1126A	3500
39022	709401	2912Tu	3500
39022	709401	2912F	3500
39022	709401	2912W	3500
39022	709401	2912	3500
133188	64814	1513A	3500
133188	64814	2912Tu	3500
69161	52216	2912F	3500
65982	51342	1012A	3500
65982	51342	2912W	3500
122727	63296	2912Th	3500
39351	709730	2912F	3500
80548	62082	1783A	3500
80548	62082	1906A	3500
80548	62082	2912	3500
116859	62413	2912Tu	3500
116859	62413	1783A	3500
73069	54621	2912	3500
73541	55185	2912Th	3500
136843	65433	2912F	3500
136843	65433	2912W	3500
136843	65433	2912Th	3500
74443	55725	1784A	3500
74443	55725	2912	3500
112673	61680	2912F	3500
112673	61680	2912Tu	3500
80320	61069	2912Th	3500
80320	61069	1959A	3500
80320	61069	2912Tu	3500
80320	61069	2912F	3500
80320	61069	2912W	3500
132486	64768	2912F	3500
132486	64768	2912W	3500
135646	64994	1012A	3500
135646	64994	2912	3500
90624	57731	1522	3500
104769	59544	2811A	3500
104769	59544	2912Th	3500
124573	63625	1783A	3500
